NUTS,counted
CZ010,0.0
CZ0201,0.0
CZ0202,0.0
CZ0203,0.0
CZ0204,0.0
CZ0205,0.0
CZ0206,0.0
CZ0207,0.0
CZ0208,0.0
CZ0209,0.0
CZ020A,0.0
CZ020B,0.0
CZ020C,0.0
CZ0311,0.019
CZ0312,0.0
CZ0313,0.0
CZ0314,0.0
CZ0315,0.0
CZ0316,0.088
CZ0317,0.0
CZ0321,0.0
CZ0322,0.0
CZ0323,0.0
CZ0324,0.0
CZ0325,0.0
CZ0326,0.0
CZ0327,0.0
CZ0411,0.0
CZ0412,0.0
CZ0413,0.0
CZ0421,0.0
CZ0422,0.0
CZ0423,0.0
CZ0424,0.0
CZ0425,0.0
CZ0426,0.0
CZ0427,0.0
CZ0511,0.0
CZ0512,0.0
CZ0513,0.0
CZ0514,0.0
CZ0521,0.0
CZ0522,0.0
CZ0523,0.0
CZ0524,0.0
CZ0525,0.0
CZ0531,0.0
CZ0532,0.0
CZ0533,0.0
CZ0534,0.044
CZ0631,0.0
CZ0632,0.0
CZ0633,0.0
CZ0634,0.0
CZ0635,0.0
CZ0641,0.0
CZ0642,0.0
CZ0643,0.0
CZ0644,0.0
CZ0645,0.0
CZ0646,0.0
CZ0647,0.0
CZ0711,0.0
CZ0712,0.028
CZ0713,0.0
CZ0714,0.0
CZ0715,0.0
CZ0721,0.0
CZ0722,0.0
CZ0723,0.0
CZ0724,0.0
CZ0801,0.0
CZ0802,0.0
CZ0803,0.0
CZ0804,0.0
CZ0805,0.0
CZ0806,0.0
CZZZZZ,0.083
